Interstate,Direction,MP From,MP To,2014 Slab ID,BY Length (ft),2014,2015,2016,2017,2018,Replaced,Year Replaced,Replaced and Broken,Possibly OR,possibly_replaced_or_bridge,x,y
I-16,WB,21.22811339,21.22400543,230,21.69,NC,NC,NC,NC,NC,,,,,0,-83.40313508136099,32.640877985112006
I-16,WB,21.22400543,21.21972892,231,22.58,SS,SS,SS,SS,SS,,,,,0,-83.40319412376415,32.64091524682622
I-16,WB,21.21972892,21.21636717,232,17.75,L1,SS,SS,SS,SS,,,,,0,-83.40325558883511,32.640954038238455
I-16,WB,21.21636717,21.2132952,233,16.22,L2,L2,SS,SS,SS,,,,,0,-83.40330390614923,32.640984532471045
I-16,WB,21.2132952,21.20917588,234,21.75,NC,NC,NC,T2,T2,,,,,0,-83.40334805864507,32.64101239860117
I-16,WB,21.20917588,21.20479331,235,23.14,NC,NC,NC,NC,NC,,,,,0,-83.40340726436261,32.64104976594384
I-16,WB,21.20479331,21.2015774,236,16.98,NC,NC,NC,NC,NC,,,,,0,-83.40347025379829,32.64108952213931
I-16,WB,21.2015774,21.19841641,237,16.69,NC,NC,NC,NC,NC,,,,,0,-83.40351647508447,32.64111869552585
I-16,WB,21.19841641,21.19442777,238,21.06,L1,T2,SS,SS,SS,,,,,0,-83.40356190695921,32.64114737108562
I-16,WB,21.19442777,21.18992588,239,23.77,NC,NC,NC,NC,NC,,,,,0,-83.40361923441496,32.64118355545993
I-16,WB,21.18992588,21.186638,240,17.36,NC,NC,NC,NC,NC,,,,,0,-83.40368393876184,32.64122439683811
I-16,WB,21.186638,21.18364557,241,15.8,NC,NC,NC,NC,NC,,,,,0,-83.40373119443713,32.64125422516189
I-16,WB,21.18364557,21.17950542,242,21.86,NC,NC,NC,NC,NC,,,,,0,-83.40377420363284,32.64128137345698
I-16,WB,21.17950542,21.17515125,243,22.99,NC,NC,NC,NC,NC,,,,,0,-83.40383370875774,32.64131893494133
I-16,WB,21.17515125,21.17183496,244,17.51,NC,NC,T1,T2,T2,,,,,0,-83.40389628985302,32.64135843885443
I-16,WB,21.17183496,21.16872701,245,16.41,NC,NC,NC,T1,T2,,,,,0,-83.40394395383389,32.64138852697848
I-16,WB,21.16872701,21.16435958,246,23.06,NC,NC,NC,NC,NC,,,,,0,-83.40398862350216,32.64141672535173
I-16,WB,21.16435958,21.16106791,247,17.38,NC,NC,NC,NC,NC,,,,,0,-83.40405139513524,32.64145635153575
I-16,WB,21.16106791,21.15806223,248,15.87,NC,NC,NC,NC,NC,,,,,0,-83.40409870523605,32.64148621777604
I-16,WB,21.15806223,21.15386337,249,22.17,NC,NC,NC,NC,NC,,,,,0,-83.40414190496375,32.641513489595546
I-16,WB,21.15386337,21.14948458,250,23.12,L1,L1,L1,L2,L2,,,,,0,-83.4042022539188,32.641551588290824
I-16,WB,21.14948458,21.14637283,251,16.43,L2,SS,SS,SS,SS,,,,,0,-83.40426518886505,32.641591320337696
I-16,WB,21.14637283,21.14331412,252,16.15,NC,NC,NC,NC,NC,,,,,0,-83.40430991296161,32.64161955602642
I-16,WB,21.14331412,21.13915124,253,21.98,NC,NC,NC,NC,NC,,,,,0,-83.40435387486839,32.6416473109243
I-16,WB,21.13915124,21.13538041,254,19.91,T1,T2,T2,T2,T2,,,,,0,-83.40441370661227,32.641685085715125
I-16,WB,21.13538041,21.13026298,255,27.02,B,B,B,B,B,,,,,1,-83.4044679036075,32.64171930364755
I-16,WB,21.13026298,21.1265054,256,19.84,NC,NC,NC,NC,NC,,,,,0,-83.40454145472363,32.64176574200184
I-16,WB,21.1265054,21.12349972,257,15.87,NC,NC,NC,NC,NC,,,,,0,-83.40459546116521,32.64179984105608
I-16,WB,21.12349972,21.12012282,258,17.83,NC,NC,NC,NC,NC,,,,,0,-83.40463866087221,32.641827117301084
I-16,WB,21.12012282,21.11712661,259,15.82,NC,NC,NC,NC,NC,,,,,0,-83.40468719589059,32.64185776271655
I-16,WB,21.11712661,21.11297699,260,21.91,NC,NC,NC,NC,NC,,,,,0,-83.4047302594888,32.641884953844595
I-16,WB,21.11297699,21.10864176,261,22.89,NC,NC,NC,NC,NC,,,,,0,-83.40478990066393,32.64192261298213
I-16,WB,21.10864176,21.1054107,262,17.06,NC,NC,NC,NC,NC,,,,,0,-83.40485220949174,32.64196195734379
I-16,WB,21.1054107,21.10236714,263,16.07,NC,NC,NC,NC,NC,,,,,0,-83.40489864848449,32.64199128137268
I-16,WB,21.10236714,21.09827054,264,21.63,NC,NC,NC,NC,NC,,,,,0,-83.40494239259822,32.64201890412726
I-16,WB,21.09827054,21.0938463,265,23.36,NC,NC,NC,NC,NC,,,,,0,-83.40500127157351,32.64205608460051
I-16,WB,21.0938463,21.09060388,266,17.12,NC,NC,NC,NC,NC,,,,,0,-83.40506485977416,32.64209623963722
I-16,WB,21.09060388,21.08752622,267,16.25,NC,NC,NC,NC,NC,,,,,0,-83.40511146208297,32.64212566887534
I-16,WB,21.08752622,21.08336145,268,21.99,NC,NC,NC,NC,NC,,,,,0,-83.40515569616497,32.64215360300914
I-16,WB,21.08336145,21.07891827,269,23.46,NC,NC,NC,NC,NC,,,,,0,-83.40521555508272,32.64219140498538
I-16,WB,21.07891827,21.07563986,270,17.31,NC,NC,NC,NC,NC,,,,,0,-83.40527941547944,32.642231734800795
I-16,WB,21.07563986,21.07257735,271,16.17,NC,NC,NC,NC,NC,,,,,0,-83.40532653497661,32.64226149278356
I-16,WB,21.07257735,21.06840879,272,22.01,NC,NC,NC,NC,NC,,,,,0,-83.4053705512813,32.64228929139506
I-16,WB,21.06840879,21.06392962,273,23.65,NC,NC,NC,NC,NC,,,,,0,-83.405430464628,32.642327130477376
I-16,WB,21.06392962,21.06072887,274,16.9,NC,NC,NC,L1,L1,,,,,0,-83.40549484220912,32.642367789858035
I-16,WB,21.06072887,21.0577478,275,15.74,NC,NC,NC,NC,NC,,,,,0,-83.4055408456365,32.64239684510436
I-16,WB,21.0577478,21.05356409,276,22.09,NC,NC,NC,NC,NC,,,,,0,-83.40558369143021,32.64242390643471
I-16,WB,21.05356409,21.04914932,277,23.31,NC,NC,NC,NC,NC,,,,,0,-83.4056438225315,32.64246188578902
I-16,WB,21.04914932,21.04620992,278,15.52,L2,L2,L2,L2,L2,,,,,0,-83.40570727458591,32.64250196353033
I-16,WB,21.04620992,21.04205462,279,21.94,NC,NC,NC,NC,NC,,,,,0,-83.40574952151118,32.64252864813031
I-16,WB,21.04205462,21.03753568,280,23.86,NC,NC,NC,NC,NC,,,,,0,-83.40580924428778,32.64256637172112
I-16,WB,21.03753568,21.03430651,281,17.05,NC,NC,NC,NC,NC,,,,,0,-83.40587419348363,32.64260739742925
I-16,WB,21.03430651,21.03124401,282,16.17,NC,NC,NC,NC,NC,,,,,0,-83.40592060520707,32.642636714362084
I-16,WB,21.03124401,21.02716825,283,21.52,NC,NC,NC,NC,NC,,,,,0,-83.4059646214846,32.642664518598664
I-16,WB,21.02716825,21.02270991,284,23.54,NC,NC,T2,T2,T2,,,,,0,-83.40602320096772,32.64270152277993
I-16,WB,21.02270991,21.01954325,285,16.72,L2,L2,SS,SS,SS,,,,,0,-83.40608727907845,32.642742001260295
I-16,WB,21.01954325,21.01646181,286,16.27,NC,NC,NC,NC,NC,,,,,0,-83.40613279250007,32.64277075289354
I-16,WB,21.01646181,21.0123065,287,21.94,L1,L1,L1,L1,L1,,,,,0,-83.40617708097696,32.64279873115013
I-16,WB,21.0123065,21.00795612,288,22.97,NC,NC,NC,NC,NC,,,,,0,-83.40623680372615,32.642836460341506
I-16,WB,21.00795612,21.00458491,289,17.8,NC,NC,NC,NC,NC,,,,,0,-83.40629933022828,32.642875961626395
I-16,WB,21.00458491,21.00159059,290,15.81,NC,NC,NC,NC,NC,,,,,0,-83.40634778350066,32.64290657272805
I-16,WB,21.00159059,20.99745233,291,21.85,NC,NC,NC,NC,NC,,,,,0,-83.40639081980383,32.64293376202553
I-16,WB,20.99745233,20.99300915,292,23.46,NC,NC,NC,NC,NC,,,,,0,-83.40645029755032,32.64297133930532
I-16,WB,20.99300915,20.9897099,293,17.42,NC,NC,NC,NC,NC,,,,,0,-83.40651415786313,32.64301168632997
I-16,WB,20.9897099,20.98675157,294,15.62,NC,NC,NC,NC,NC,,,,,0,-83.4065615767282,32.64304164625066
I-16,WB,20.98675157,20.9825868,295,21.99,L1,CC,SS,SS,SS,,,,,0,-83.40660409582307,32.64306851087336
I-16,WB,20.9825868,20.97816255,296,23.36,NC,T2,T2,T2,T2,,,,,0,-83.40666395464783,32.64310633186141
I-16,WB,20.97816255,20.9749902,297,16.75,SS,SS,SS,SS,SS,,,,,0,-83.40672754273533,32.64314651005059
I-16,WB,20.9749902,20.97195422,298,16.03,NC,NC,NC,NC,NC,,,,,0,-83.40677313778632,32.64317531993308
I-16,WB,20.97195422,20.96788793,299,21.47,NC,NC,NC,NC,NC,,,,,0,-83.40681677292822,32.64320289188641
I-16,WB,20.96788793,20.96360194,300,22.63,NC,NC,NC,NC,NC,,,,,0,-83.4068752162495,32.6432398214544
I-16,WB,20.96360194,20.96007921,301,18.6,NC,NC,NC,NC,NC,,,,,0,-83.40693681719318,32.643278747177945
I-16,WB,20.96007921,20.95676292,302,17.51,NC,L1,L1,SS,SS,,,,,0,-83.406987448102,32.64331074163725
I-16,WB,20.95676292,20.95277618,303,21.05,NC,NC,NC,T1,T2,,,,,0,-83.40703511192754,32.643340861739354
I-16,WB,20.95277618,20.94830648,304,23.6,NC,NC,NC,NC,NC,,,,,0,-83.40709241195378,32.64337707196861
I-16,WB,20.94830648,20.94499398,305,17.49,NC,NC,NC,NC,NC,,,,,0,-83.40715665330812,32.64341766969469
I-16,WB,20.94499398,20.94202428,306,15.68,NC,NC,NC,NC,NC,,,,,0,-83.40720426268068,32.64344775746151
I-16,WB,20.94202428,20.93784246,307,22.08,NC,NC,T1,T1,SS,,,,,0,-83.40724694506555,32.64347473203408
I-16,WB,20.93784246,20.93351102,308,22.87,NC,NC,T2,SS,SS,,,,,0,-83.40730704882773,32.64351271742934
I-16,WB,20.93351102,20.93012276,309,17.89,NC,NC,NC,NC,NC,,,,,0,-83.40736930303567,32.643552062955
I-16,WB,20.93012276,20.92706784,310,16.13,NC,NC,NC,NC,L1,,,,,0,-83.40741800122862,32.643582841700315
I-16,WB,20.92706784,20.92293147,311,21.84,NC,NC,NC,NC,NC,,,,,0,-83.40746190853933,32.643610593076126
I-16,WB,20.92293147,20.91851481,312,23.32,NC,NC,NC,NC,NC,,,,,0,-83.40752135897853,32.643648169289165
I-16,WB,20.91851481,20.91540685,313,16.41,NC,NC,NC,NC,NC,,,,,0,-83.40758483810315,32.64368829311111
I-16,WB,20.91540685,20.91110761,314,22.7,NC,NC,NC,NC,NC,,,,,0,-83.40762950758445,32.643716528649726
I-16,WB,20.91110761,20.90680836,315,22.7,NC,NC,NC,NC,NC,,,,,0,-83.40769129899911,32.64375558805878
I-16,WB,20.90680836,20.90351669,316,17.38,NC,NC,NC,NC,NC,,,,,0,-83.40775309040374,32.6437946490183
I-16,WB,20.90351669,20.90039169,317,16.5,NC,NC,NC,NC,NC,,,,,0,-83.40780040028953,32.64382455692141
I-16,WB,20.90039169,20.8963879,318,21.14,NC,NC,NC,NC,NC,,,,,0,-83.40784531472977,32.64385295168449
I-16,WB,20.8963879,20.89189358,319,23.73,NC,NC,NC,NC,NC,,,,,0,-83.40790285964115,32.64388933332963
I-16,WB,20.89189358,20.88863601,320,17.2,NC,NC,NC,NC,NC,,,,,0,-83.40796745180228,32.643930521595
I-16,WB,20.88863601,20.8856379,321,15.83,NC,NC,NC,NC,NC,,,,,0,-83.4080142634934,32.64396109097983
I-16,WB,20.8856379,20.88147691,322,21.97,NC,NC,NC,NC,NC,,,,,0,-83.40805734657661,32.64398922592401
I-16,WB,20.88147691,20.87702994,323,23.48,NC,NC,NC,NC,NC,,,,,0,-83.40811714034056,32.644028274291806
I-16,WB,20.87702994,20.87383676,324,16.86,NC,NC,NC,NC,NC,,,,,0,-83.40818104373045,32.644070007366395
I-16,WB,20.87383676,20.87081593,325,15.95,NC,NC,NC,NC,NC,,,,,0,-83.40822693006265,32.64409997473133
I-16,WB,20.87081593,20.86669282,326,21.77,NC,NC,NC,NC,NC,,,,,0,-83.40827033972808,32.64412832509512
I-16,WB,20.86669282,20.86228941,327,23.25,NC,NC,NC,NC,NC,,,,,0,-83.40832958915503,32.644167020926865
I-16,WB,20.86228941,20.85908486,328,16.92,NC,NC,NC,NC,NC,,,,,0,-83.40839286655854,32.64420834834522
I-16,WB,20.85908486,20.85589357,329,16.85,NC,NC,NC,NC,NC,,,,,0,-83.4084389161754,32.644238424655086
I-16,WB,20.85589357,20.8517288,330,21.99,NC,NC,NC,NC,NC,,,,,0,-83.40848477527702,32.64426837703979
I-16,WB,20.8517288,20.84744471,331,22.62,NC,NC,NC,NC,NC,,,,,0,-83.40854462344201,32.64430746697775
I-16,WB,20.84744471,20.84404319,332,17.96,NC,NC,NC,NC,NC,,,,,0,-83.40860618621542,32.64434767772253
I-16,WB,20.84404319,20.84090493,333,16.57,NC,NC,NC,NC,NC,,,,,0,-83.40865506629183,32.64437960523182
I-16,WB,20.84090493,20.83683296,334,21.5,L1,L1,L2,L2,SS,,,,,0,-83.40870016333055,32.644409062264124
I-16,WB,20.83683296,20.83241629,335,23.32,NC,NC,NC,NC,NC,,,,,0,-83.4087586778911,32.64444728425325
I-16,WB,20.83241629,20.82919091,336,17.03,NC,NC,L1,L2,L2,,,,,0,-83.40882214577206,32.644488742744066
I-16,WB,20.82919091,20.82617955,337,15.9,NC,NC,NC,NC,NC,,,,,0,-83.40886849473972,32.64451901949275
I-16,WB,20.82617955,20.82193144,338,22.43,CC,CC,CC,CC,CC,,,,,0,-83.40891176828866,32.644547287777755
I-16,WB,20.82193144,20.81773258,339,22.17,NC,NC,T1,T2,T2,,,,,0,-83.40897281392607,32.644587166412606
I-16,WB,20.81773258,20.81447121,340,17.22,NC,NC,T2,T2,T2,,,,,0,-83.40903315194032,32.64462658376334
I-16,WB,20.81447121,20.81026477,341,22.21,NC,T2,SS,SS,SS,,,,,0,-83.40908001799879,32.644657200920456
I-16,WB,20.81026477,20.80563977,342,24.42,T2,SS,SS,SS,SS,,,,,0,-83.40914046486732,32.64469669115801
I-16,WB,20.80563977,20.80246742,343,16.75,NC,T1,T2,T2,SS,,,,,0,-83.40920692647835,32.64474011203484
I-16,WB,20.80246742,20.79929507,344,16.75,T2,T2,T2,T2,T2,,,,,0,-83.40925251336898,32.6447698957765
I-16,WB,20.79929507,20.79518143,345,21.72,T2,T2,T2,T2,T2,,,,,0,-83.40929810025594,32.644799680140025
I-16,WB,20.79518143,20.79084242,346,22.91,NC,NC,NC,T2,T2,,,,,0,-83.40935721351538,32.644838302922565
I-16,WB,20.79084242,20.78752802,347,17.5,L1,L1,L1,SS,SS,,,,,0,-83.40941956547736,32.64487904298648
I-16,WB,20.78752802,20.78452613,348,15.85,NC,NC,NC,L1,CC,,,,,0,-83.4094671935523,32.644910163579866
I-16,WB,20.78452613,20.78042575,349,21.65,SS,SS,SS,SS,SS,,,,,0,-83.40951033097552,32.644938350669456
I-16,WB,20.78042575,20.77599393,350,23.4,SS,SS,SS,SS,SS,,,,,0,-83.40956925369511,32.644976853346634
I-16,WB,20.77599393,20.77269658,351,17.41,NC,NC,NC,NC,NC,,,,,0,-83.4096329392102,32.645018469887916
I-16,WB,20.77269658,20.76978559,352,15.37,NC,NC,NC,NC,NC,,,,,0,-83.40968032231166,32.64504943476257
I-16,WB,20.76978559,20.76554127,353,22.41,NC,NC,NC,NC,NC,,,,,0,-83.40972215333501,32.6450767725525
I-16,WB,20.76554127,20.76122119,354,22.81,NC,NC,NC,NC,NC,,,,,0,-83.4097831444208,32.64511663415425
I-16,WB,20.76122119,20.75786703,355,17.71,NC,NC,NC,NC,NC,,,,,0,-83.40984522424787,32.64515719590117
I-16,WB,20.75786703,20.75483293,356,16.02,NC,NC,NC,NC,NC,,,,,0,-83.40989342407858,32.64518866643672
I-16,WB,20.75483293,20.75066816,357,21.99,NC,NC,NC,NC,NC,,,,,0,-83.40993702437503,32.64521713429106
I-16,WB,20.75066816,20.74632914,358,22.91,NC,NC,NC,NC,NC,,,,,0,-83.40999687271882,32.645256211615134
I-16,WB,20.74632914,20.74305073,359,17.31,NC,NC,NC,NC,NC,,,,,0,-83.41005922494563,32.64529692465237
I-16,WB,20.74305073,20.73999581,360,16.13,NC,NC,NC,NC,NC,,,,,0,-83.41010633611899,32.64532768657845
I-16,WB,20.73999581,20.73579694,361,22.17,NC,NC,NC,NC,NC,,,,,0,-83.41015023578328,32.64535635194218
I-16,WB,20.73579694,20.73139164,362,23.26,NC,NC,NC,NC,NC,,,,,0,-83.41021057400427,32.64539575194462
I-16,WB,20.73139164,20.72806209,363,17.58,NC,NC,NC,NC,NC,,,,,0,-83.4102738787822,32.64543708992548
I-16,WB,20.72806209,20.72500527,364,16.14,NC,NC,NC,NC,NC,,,,,0,-83.41032172478081,32.64546833392775
I-16,WB,20.72500527,20.72082156,365,22.09,NC,NC,NC,NC,NC,,,,,0,-83.41036565165105,32.64549701914027
I-16,WB,20.72082156,20.71645413,366,23.06,NC,NC,NC,NC,NC,,,,,0,-83.41042577212875,32.645536279815644
I-16,WB,20.71645413,20.7132458,367,16.94,NC,NC,NC,NC,NC,,,,,0,-83.41048853256889,32.64557726532839
I-16,WB,20.7132458,20.71009428,368,16.64,NC,NC,NC,NC,NC,,,,,0,-83.41053463672287,32.64560737407276
I-16,WB,20.71009428,20.70598254,369,21.71,NC,NC,NC,NC,NC,,,,,0,-83.41057992439013,32.64563695006513
I-16,WB,20.70598254,20.70152799,370,23.52,T2,T2,T2,T2,T2,,,,,0,-83.41063901064018,32.6456755381696
I-16,WB,20.70152799,20.69813973,371,17.89,NC,NC,NC,NC,NC,,,,,0,-83.41070302300805,32.645717344307464
I-16,WB,20.69813973,20.69524201,372,15.3,NC,NC,NC,NC,NC,,,,,0,-83.41075171268436,32.64574914390461
I-16,WB,20.69524201,20.69092951,373,22.77,NC,NC,NC,NC,NC,,,,,0,-83.41079335337798,32.64577634018636
I-16,WB,20.69092951,20.68655829,374,23.08,NC,NC,NC,NC,NC,,,,,0,-83.41085532452442,32.64581681535923
I-16,WB,20.68655829,20.68329314,375,17.24,NC,NC,NC,NC,NC,,,,,0,-83.41091813936669,32.64585784246442
I-16,WB,20.68329314,20.67918518,376,21.69,NC,NC,NC,NC,NC,,,,,0,-83.41096505998237,32.64588848895783
I-16,WB,20.67918518,20.67491056,377,22.57,NC,NC,NC,NC,NC,,,,,0,-83.41102409177435,32.645927046646705
I-16,WB,20.67491056,20.67159048,378,17.53,NC,NC,NC,NC,NC,,,,,0,-83.41108551858173,32.645967169532014
I-16,WB,20.67159048,20.6685526,379,16.04,NC,NC,NC,NC,NC,,,,,0,-83.41113322845601,32.64599833337601
I-16,WB,20.6685526,20.66444465,380,21.69,NC,NC,NC,NC,NC,,,,,0,-83.41117688312467,32.64602684884641
I-16,WB,20.66444465,20.66012078,381,22.83,NC,NC,NC,NC,NC,,,,,0,-83.41123591490195,32.64606540941921
I-16,WB,20.66012078,20.65674199,382,17.84,NC,NC,NC,T1,T2,,,,,0,-83.41129804931312,32.6461059975642
I-16,WB,20.65674199,20.65372684,383,15.92,NC,T2,T2,SS,SS,,,,,0,-83.41134660287503,32.64613771491869
I-16,WB,20.65372684,20.6495848,384,21.87,T2,T2,T2,T2,T2,,,,,0,-83.41138993093901,32.64616601922075
I-16,WB,20.6495848,20.64509048,385,23.73,T2,T2,T2,T2,T2,,,,,0,-83.41144945259114,32.64620490278518
I-16,WB,20.64509048,20.64174957,386,17.64,NC,NC,NC,NC,NC,,,,,0,-83.41151403643646,32.64624709427074
I-16,WB,20.64174957,20.63873063,387,15.94,NC,NC,NC,NC,NC,,,,,0,-83.41156204566303,32.64627845852201
I-16,WB,20.63873063,20.63453934,388,22.13,NC,NC,NC,T1,T2,,,,,0,-83.41160542814751,32.6463068006272
I-16,WB,20.63453934,20.6302685,389,22.55,NC,NC,NC,NC,NC,,,,,0,-83.41166565740224,32.64634614959603
I-16,WB,20.6302685,20.626956,390,17.49,NC,NC,NC,NC,NC,,,,,0,-83.41172702972877,32.64638624627883
I-16,WB,20.626956,20.62391812,391,16.04,NC,NC,NC,NC,NC,,,,,0,-83.41177463070035,32.64641734632156
I-16,WB,20.62391812,20.61981774,392,21.65,NC,NC,NC,NC,NC,,,,,0,-83.41181828533364,32.64644586853675
I-16,WB,20.61981774,20.61610372,393,19.61,T1,T1,T2,T2,T2,,,,,0,-83.41187720819819,32.646484367157335
I-16,WB,20.61610372,20.61080259,394,27.99,B,B,B,B,B,,,,,1,-83.4119305789733,32.64651923897566
I-16,WB,20.61080259,20.6069238,395,20.48,L2,L2,L2,L2,L2,,,,,0,-83.41200675683486,32.646569013906586
I-16,WB,20.6069238,20.60369463,396,17.05,SS,SS,SS,SS,SS,,,,,0,-83.41206249540012,32.64660543474255
I-16,WB,20.60369463,20.6000469,397,19.26,SS,SS,SS,SS,SS,,,,,0,-83.41210889884059,32.646635756461365
I-16,WB,20.6000469,20.59673819,398,17.47,NC,T2,T2,T2,T2,,,,,0,-83.41216131703386,32.64667000914919
I-16,WB,20.59673819,20.5938272,399,15.37,NC,NC,L2,L2,L2,,,,,0,-83.41220886354272,32.646701079118884
I-16,WB,20.5938272,20.58964538,400,22.08,T2,T2,T2,T2,T2,,,,,0,-83.41225069466947,32.646728414842634
I-16,WB,20.58964538,20.58520788,401,23.43,T2,SS,SS,SS,SS,,,,,0,-83.41231078778618,32.646767685233186
I-16,WB,20.58520788,20.58198061,402,17.04,NC,NC,NC,NC,T2,,,,,0,-83.41237455506729,32.64680935786976
I-16,WB,20.58198061,20.57898061,403,15.84,NC,NC,NC,NC,NC,,,,,0,-83.41242093126625,32.64683966611828
I-16,WB,20.57898061,20.5747931,404,22.11,NC,NC,NC,T2,T2,,,,,0,-83.41246404153159,32.64686784064393
I-16,WB,20.5747931,20.57032909,405,23.57,NC,NC,NC,NC,NC,,,,,0,-83.41252421627071,32.64690716860534
I-16,WB,20.57032909,20.56708287,406,17.14,NC,NC,NC,NC,NC,,,,,0,-83.41258836454683,32.64694909503729
I-16,WB,20.56708287,20.56405257,407,16.0,NC,NC,NC,NC,NC,,,,,0,-83.41263501288182,32.64697958496989
I-16,WB,20.56405257,20.55977416,408,22.59,NC,NC,NC,NC,NC,,,,,0,-83.41267855857858,32.64700804796408
I-16,WB,20.55977416,20.55539158,409,23.14,NC,NC,NC,NC,NC,,,,,0,-83.4127400396477,32.647048235792674
I-16,WB,20.55539158,20.55207529,410,17.51,NC,NC,NC,NC,NC,,,,,0,-83.41280301757568,32.64708940525823
I-16,WB,20.55207529,20.54906772,411,15.88,L2,L2,L2,L2,L2,,,,,0,-83.41285068410073,32.64711916975427
I-16,WB,20.54906772,20.5448234,412,22.41,NC,NC,NC,NC,NC,,,,,0,-83.41289393038349,32.64714406020023
I-16,WB,20.5448234,20.54040484,413,23.33,NC,NC,NC,NC,NC,,,,,0,-83.41295495992689,32.647179186475476
I-16,WB,20.54040484,20.53714347,414,17.22,NC,NC,NC,NC,NC,,,,,0,-83.41301849491842,32.6472157556334
I-16,WB,20.53714347,20.53288021,415,22.51,NC,NC,NC,NC,NC,,,,,0,-83.41306539043877,32.647242748101
I-16,WB,20.53288021,20.52842188,416,23.54,NC,NC,NC,NC,NC,,,,,0,-83.41312669230331,32.647278033379656
I-16,WB,20.52842188,20.52507907,417,17.65,NC,NC,NC,NC,L1,,,,,0,-83.41319079918016,32.64731493409897
I-16,WB,20.52507907,20.52196544,418,16.44,L2,L2,L2,L2,L2,,,,,0,-83.4132388657182,32.64734260241698
I-16,WB,20.52196544,20.51770597,419,22.49,SS,SS,SS,SS,SS,,,,,0,-83.41328363704089,32.64736837439615
I-16,WB,20.51770597,20.51334233,420,23.04,NC,SS,SS,SS,SS,,,,,0,-83.41334488442483,32.647403631297664
I-16,WB,20.51334233,20.51000521,421,17.62,T2,T2,T2,SS,SS,,,,,0,-83.4134076296284,32.64743975130954
I-16,WB,20.51000521,20.50698248,422,15.96,NC,NC,NC,NC,NC,,,,,0,-83.41345561445533,32.647467374982604
I-16,WB,20.50698248,20.50280255,423,22.07,NC,NC,NC,NC,T2,,,,,0,-83.4134990785754,32.64749239667704
I-16,WB,20.50280255,20.49824573,424,24.06,T2,T2,T2,T2,T2,,,,,0,-83.41355918215146,32.64752699819636
I-16,WB,20.49824573,20.49501088,425,17.08,NC,NC,NC,NC,NC,,,,,0,-83.41362470512057,32.64756472065775
I-16,WB,20.49501088,20.49192755,426,16.28,NC,NC,NC,NC,NC,,,,,0,-83.41367121934434,32.64759150022866
I-16,WB,20.49192755,20.4876302,427,22.69,NC,NC,NC,NC,NC,,,,,0,-83.41371555491315,32.64761702601755
I-16,WB,20.4876302,20.48374951,428,20.49,NC,NC,L1,L1,L1,,,,,0,-83.41377734692712,32.64765260302325
I-16,WB,20.48259989,20.47982717,430,14.64,NC,NC,NC,NC,NC,,,,,0,-83.41383314764333,32.647684731456536
I-16,WB,20.47982717,20.47678739,431,16.05,NC,NC,NC,NC,NC,,,,,0,-83.41387301696574,32.64770768765829
I-16,WB,20.47678739,20.47257148,432,22.26,NC,NC,NC,NC,NC,,,,,0,-83.41391672615838,32.64773285535631
I-16,WB,20.47257148,20.46812072,433,23.5,NC,NC,NC,NC,NC,,,,,0,-83.41397734712685,32.64776776178667
I-16,WB,20.46812072,20.46478928,434,17.59,NC,NC,NC,NC,NC,,,,,0,-83.41404134499642,32.64780461409792
I-16,WB,20.46478928,20.46061314,435,22.05,L2,L2,L2,SS,SS,,,,,0,-83.41408924807519,32.647832199645315
I-16,WB,20.46061314,20.45600708,436,24.32,L1,L2,L2,L2,SS,,,,,0,-83.41414929712172,32.64786678104866
I-16,WB,20.45600708,20.45266807,437,17.63,NC,NC,NC,NC,T2,,,,,0,-83.41421552807064,32.6479049251975
I-16,WB,20.45266807,20.44941996,438,17.15,NC,NC,NC,NC,NC,,,,,0,-83.41426354800859,32.647931405544355
I-16,WB,20.44941996,20.44527412,439,21.89,NC,NC,NC,NC,NC,,,,,0,-83.41431029068629,32.64795272494431
I-16,WB,20.44527412,20.44080632,440,23.59,T2,T2,T2,T2,T2,,,,,0,-83.41436995232928,32.64797993726293
I-16,WB,20.44080632,20.43760935,441,16.88,L1,L1,L1,L1,L1,,,,,0,-83.4144342473542,32.6480092636473
I-16,WB,20.43760935,20.4345298,442,16.26,NC,NC,NC,NC,NC,,,,,0,-83.41448025413554,32.648030248859286
I-16,WB,20.4345298,20.43032336,443,22.21,L1,L1,L1,T1,T1,,,,,0,-83.41452457109278,32.64805046367283
I-16,WB,20.43032336,20.42792185,444,12.68,R,R,R,R,R,,,,,1,-83.41458510489242,32.64807807625663
I-16,WB,20.42792185,20.42582336,445,11.08,R,R,R,R,R,,,,,1,-83.41461966448475,32.648093841024455
I-16,WB,20.42582336,20.42253548,446,17.36,NC,NC,NC,NC,NC,,,,,0,-83.41464986324438,32.64810761675075
I-16,WB,20.42253548,20.41943699,447,16.36,NC,NC,NC,NC,NC,,,,,0,-83.41469717826706,32.64812920073162
I-16,WB,20.41943699,20.41516995,448,22.53,L1,L1,L1,L1,L1,,,,,0,-83.41474176776812,32.64814954183738
I-16,WB,20.41516995,20.41070025,449,23.6,T2,T2,T2,T2,T2,,,,,0,-83.41480317372243,32.648177555049074
I-16,WB,20.40954873,20.40747108,451,10.97,R,R,R,R,R,,,,,1,-83.41486749597854,32.648206899600176
I-16,WB,20.40747108,20.404401,452,16.21,NC,NC,NC,NC,NC,,,,,0,-83.41489739492364,32.64822054025004
